Time (UTC),08/02/24,08/03/24,08/04/24,08/05/24
00:00,,1.0,1.0,1.0
00:30,,1.0,1.0,1.0
01:00,,1.0,1.0,1.0
01:30,,1.0,1.0,1.0
02:00,,1.0,1.0,2.6666666666666665
02:30,,1.0,1.0,1.0
03:00,,2.6666666666666665,1.0,2.6666666666666665
03:30,,1.0,2.6666666666666665,1.0
04:00,,42.333333333333336,244.66666666666666,1502.6666666666667
04:30,,6794.0,9942.0,11962.0
05:00,,9830.0,20810.0,15862.0
05:30,,18978.0,18004.0,10662.0
06:00,,8762.0,13630.0,8014.0
06:30,,4388.0,5768.0,386.6666666666667
07:00,,1638.0,3394.0,1424.0
07:30,,3852.0,1546.0,286.0
08:00,,3754.0,2134.0,1234.0
08:30,,906.0,370.0,538.3333333333334
09:00,,552.0,346.3333333333333,314.3333333333333
09:30,,418.0,1350.0,58.0
10:00,,100.0,1446.0,138.66666666666666
10:30,,186.33333333333334,676.3333333333334,1.0
11:00,,26.666666666666664,2.6666666666666665,112.33333333333333
11:30,,1408.3333333333333,8.666666666666666,1.0
12:00,,426.3333333333333,428.3333333333333,88.33333333333333
12:30,,1.0,1.0,2.6666666666666665
13:00,,4.666666666666667,1.0,1.0
13:30,,2.6666666666666665,1.0,1.0
14:00,,2.666666666666667,4.333333333333334,1.0
14:30,,2.666666666666667,1.0,1.0
15:00,,1.0,2.666666666666667,2.6666666666666665
15:30,,1.0,1.0,1.0
16:00,,4.333333333333333,1.0,1.0
16:30,,1.0,1.0,1.0
17:00,,2.6666666666666665,2.6666666666666665,1.0
17:30,,1.0,1.0,1.0
18:00,0.6666666666666666,1.0,2.6666666666666665,1.0
18:30,1.0,1.0,2.6666666666666665,1.0
19:00,1.0,2.666666666666667,1.0,1.0
19:30,1.0,1.0,1.0,1.0
20:00,1.0,1.0,1.0,1.0
20:30,1.0,1.0,1.0,1.0
21:00,1.0,1.0,1.0,2.666666666666667
21:30,1.0,1.0,1.0,1.0
22:00,1.0,1.0,1.0,0.3333333333333333
22:30,1.0,1.0,1.0,
23:00,1.0,1.0,1.0,
23:30,1.0,1.0,1.0,
